,cosine1,cosine2,euclidean1,euclidean2,l21,l22,l11,l12,canberra1,canberra2,chebyshev1,chebyshev2,correlation1,correlation2
9804,0.9491528,4.927716,-1.2359198,-4.766836,-1.2359198,-4.766836,1.3955884,-4.426693,0.55749375,-5.63272,1.7491,-0.1849328,1.6479565,5.4604015
9805,2.1308036,7.0316167,-2.69674,-6.7032127,-2.69674,-6.7032127,-0.27231845,-6.6424413,-0.9980432,-6.607037,2.6789284,-0.2750914,3.6017163,5.0484686
9806,3.7104814,7.513663,-3.9966688,-7.27845,-3.9966688,-7.27845,-1.3971801,-8.029613,-2.919663,-7.9318676,4.1479225,0.2661434,5.0633574,4.572832
9807,3.3876357,6.0381823,-3.8015234,-5.6821623,-3.8015234,-5.6821623,-1.5904694,-6.05567,-2.2265105,-6.4918675,3.280615,-0.24967025,4.525375,3.4111843
9808,2.1583757,6.19847,-2.4576724,-5.654372,-2.4576724,-5.654372,-0.16519624,-5.9635873,-0.9262552,-6.1485305,2.5605416,-0.11816242,3.2701292,4.7845745
9809,1.1603348,5.9124227,-1.5019113,-5.5884795,-1.5019113,-5.5884795,0.893195,-5.453917,0.4088763,-5.5995536,1.9587395,-0.323698,2.4923723,5.5477567
9810,0.1330843,-0.48254418,-0.39828542,0.5962353,-0.39828542,0.5962353,0.15135723,-0.002917904,-5.001976,0.63975185,2.176957,-3.3223584,2.6844478,2.2659187
9811,2.9506795,7.270322,-3.285311,-6.658039,-3.285311,-6.658039,-0.8556096,-7.327786,-1.9344627,-7.5136595,3.2810524,0.09048191,4.159335,4.7436705
9812,2.7317498,7.34891,-3.08809,-7.0091524,-3.08809,-7.0091524,-0.61522734,-7.569261,-1.8262339,-7.771508,3.1808684,0.019930778,3.9740126,4.9134936
9813,3.6395538,6.316003,-4.056505,-5.9835196,-4.056505,-5.9835196,-1.6034,-6.604884,-2.755468,-6.5654597,4.2381454,0.60007805,4.4680095,3.6341312
9814,1.4095191,5.70455,-1.7511765,-5.1985693,-1.7511765,-5.1985693,0.5530696,-5.421538,-0.12131973,-5.8532166,1.8435427,-0.31721127,2.5422728,5.218975
9815,3.2022274,7.255115,-3.570709,-6.9339013,-3.570709,-6.9339013,-0.8889316,-7.485539,-2.2346847,-7.8196034,3.6614497,0.00430052,4.274767,4.6617446
9816,2.9024785,7.540447,-3.2218304,-6.878113,-3.2218304,-6.878113,-0.7211332,-7.5562024,-1.2636936,-6.5855417,3.4135103,0.08575622,4.1911674,4.978942
9817,3.434751,7.0740085,-3.7961144,-6.655794,-3.7961144,-6.655794,-1.2080727,-7.4251137,-2.738198,-7.5005717,3.6002035,0.38061687,4.4163027,3.9363062
9818,2.0515301,5.6402206,-2.4866362,-5.4866004,-2.4866362,-5.4866004,-0.005050057,-5.58678,-0.9659624,-6.7440095,2.67603,-0.16760497,2.9530802,4.255327
9819,2.1577873,7.3824196,-2.7395954,-7.138115,-2.7395954,-7.138115,-0.20607078,-7.606361,-1.6015162,-8.035845,3.1137767,-0.2083648,3.5053067,5.2026277
9820,3.3429415,7.432918,-3.745155,-7.2521963,-3.745155,-7.2521963,-1.1551036,-7.879844,-2.813234,-7.907662,3.8309326,0.25017452,4.4009666,4.5588293
9821,3.3679686,6.594685,-3.9045548,-6.23147,-3.9045548,-6.23147,-1.6940845,-6.5203133,-2.834242,-6.8580036,3.5682516,0.24840671,4.213081,3.691127
9822,3.1510215,7.334122,-3.579617,-6.8989925,-3.579617,-6.8989925,-0.86351866,-7.59683,-2.2711563,-7.847946,3.571455,0.23899381,4.2609005,4.6201687
9823,3.3820255,7.3593173,-3.8422332,-7.0876865,-3.8422332,-7.0876865,-1.1991827,-7.7899675,-2.6524684,-7.7305493,3.7245595,0.17604697,4.9787664,3.695704
9824,1.8197696,7.186568,-2.4589384,-6.977272,-2.4589384,-6.977272,0.26870003,-7.299958,-1.1989936,-7.973118,2.7595713,-0.23363656,2.7417853,5.4821115
9825,1.0829009,6.269011,-1.4658458,-6.1064,-1.4658458,-6.1064,1.1786002,-6.2809668,-0.27869296,-6.7821937,1.7205164,0.05496364,1.7284435,5.815195
9826,3.0853312,6.8574677,-3.4318433,-6.680405,-3.4318433,-6.680405,-1.11387,-7.1457314,-2.0724738,-7.41719,3.3351665,-0.25566015,4.038609,4.3574986
9827,1.6888245,5.749682,-2.0883756,-5.644577,-2.0883756,-5.644577,0.4526709,-5.8700333,-0.7839893,-6.8307304,2.5111594,-0.22284736,2.7980125,4.8052197
9828,1.5843319,6.91531,-2.1912208,-6.66725,-2.1912208,-6.66725,0.24859518,-6.7110815,-0.94521517,-7.6163497,2.440857,-0.24248552,2.735351,5.3252735
9829,2.1092308,6.9932284,-2.5429277,-6.7980604,-2.5429277,-6.7980604,0.10553578,-7.0458703,-1.3181661,-7.776348,2.8098884,-0.04580957,3.0461178,5.0902896
9830,3.4581516,7.292472,-3.8921812,-7.1480007,-3.8921812,-7.1480007,-1.2569958,-7.751799,-2.83835,-7.723856,3.9033263,0.2729467,4.607136,4.2119803
9831,2.0758457,6.521685,-2.548998,-6.428525,-2.548998,-6.428525,-0.0411727,-6.7707367,-1.159769,-7.086452,2.7644372,-0.059727456,3.0705564,4.656513
9832,2.263326,7.2827554,-2.7413192,-7.0809236,-2.7413192,-7.0809236,0.02889808,-7.380104,-1.4151486,-7.895376,3.112331,0.07270499,3.3340366,5.1161695
9833,1.5956339,6.925462,-2.0360572,-6.6821637,-2.0360572,-6.6821637,0.62279785,-6.9518113,-0.7113168,-7.5041237,2.5003047,0.07177243,2.6394408,5.528692
9834,3.3470278,7.5283847,-3.8229804,-7.209075,-3.8229804,-7.209075,-1.1846724,-7.845196,-2.4997113,-7.930612,3.6758237,0.11023418,4.6204286,4.588839
9835,2.1243882,6.5123687,-2.4722707,-6.3896346,-2.4722707,-6.3896346,-0.11549104,-6.774332,-1.1951473,-7.058083,2.8384748,-0.08797311,3.1799076,4.661198
9836,2.9527035,7.4816937,-3.4296672,-7.257603,-3.4296672,-7.257603,-0.6082583,-7.7790213,-2.610644,-8.004492,3.649338,0.22676998,4.016584,4.789147
9837,2.0495465,7.000162,-2.5384965,-6.7109823,-2.5384965,-6.7109823,-0.26164934,-6.7059703,-1.0267168,-6.747379,2.4846592,-0.3048927,3.6143532,5.059433
9838,2.9156911,7.3995833,-3.4290757,-7.2262163,-3.4290757,-7.2262163,-0.7672407,-7.5943475,-2.0803823,-7.9244385,3.564771,-0.025606867,4.051844,4.4049554
9839,1.4541236,5.870614,-1.8355103,-5.4822097,-1.8355103,-5.4822097,0.4390756,-5.5722885,-0.21739423,-5.8789268,1.8897562,-0.37115368,2.7212758,5.2367334
9840,2.0554018,5.996898,-2.4545314,-5.6346292,-2.4545314,-5.6346292,-0.11236491,-5.8871613,-0.9409772,-6.2386403,2.4420142,-0.30065864,2.8876758,4.7847385
9841,1.557293,6.34608,-1.8610593,-5.926782,-1.8610593,-5.926782,0.42405012,-6.1456847,-0.43083572,-6.133236,1.9869695,-0.13896218,2.6246152,5.3104367
9842,2.4563897,5.415064,-2.7783475,-5.293667,-2.7783475,-5.293667,-0.61628586,-5.371769,-1.2694948,-6.573315,2.6187596,-0.33890295,3.5989323,3.5283031
9843,3.0959978,7.4699335,-3.417106,-7.3178363,-3.417106,-7.3178363,-0.7100729,-7.8751965,-2.3074706,-8.177257,3.8067873,0.27565703,4.261281,4.7313833
9844,2.6544266,-0.6954747,-2.547891,0.92983747,-2.547891,0.92983747,-2.8997786,-0.06059726,-1.4464535,2.2413652,3.1721923,-2.178869,6.225047,0.99641037
9845,1.2376822,6.16122,-1.6995983,-5.802939,-1.6995983,-5.802939,0.7939855,-5.9392576,-0.10773222,-6.4196706,1.9345949,-0.2340199,2.4481924,5.556343
9846,2.0738783,7.0962224,-2.6198018,-6.8872786,-2.6198018,-6.8872786,0.41559756,-7.1322117,-1.2328391,-7.7254705,3.0307882,0.08449742,3.1777592,4.939806
9847,2.5965164,5.50586,-3.0254126,-5.2677,-3.0254126,-5.2677,-0.9750032,-5.7118435,-1.1834618,-6.117674,2.6516597,-0.6435115,4.0573893,3.5832422
9848,2.085562,6.5435205,-2.5339763,-6.437808,-2.5339763,-6.437808,0.039100356,-6.8632483,-1.3813624,-7.667277,2.797788,-0.012953877,2.9844453,4.675734
9849,1.376819,6.290093,-1.7036383,-5.93337,-1.7036383,-5.93337,0.6574057,-6.0246277,-0.100009516,-6.350931,1.9722664,-0.275369,2.5086098,5.525869
9850,3.2965553,6.6488905,-3.744391,-6.1953654,-3.744391,-6.1953654,-1.2248579,-7.0632935,-2.160388,-7.024144,3.4482799,0.11380161,4.1785603,4.474801
9851,0.9532162,0.75301594,-1.7037824,-5.80423,-1.7037824,-5.80423,0.7082448,-5.5003076,-0.10450901,-6.190683,1.9843998,-0.21176666,2.5771194,5.401844
9852,2.3310513,7.226402,-2.8272512,-6.9182763,-2.8272512,-6.9182763,-0.001786963,-7.3692045,-1.5342877,-7.9005704,2.961354,0.19020003,3.1923943,4.9900746
9853,1.2270244,4.985605,-1.3647285,-4.7096252,-1.3647285,-4.7096252,0.7747755,-4.7869024,0.18985036,-5.5884037,1.7678093,-0.078164585,2.1525896,5.250873
9854,3.1685643,7.4135337,-3.566277,-7.3228855,-3.566277,-7.3228855,-0.8550832,-7.967916,-2.3712428,-8.157616,3.9184847,0.2728935,4.277636,4.6985574
9855,1.2268436,5.53611,-1.6338559,-5.194417,-1.6338559,-5.194417,0.803442,-5.158061,0.1368796,-5.6457295,1.7998605,-0.3858136,2.4967663,5.2983336
9856,1.8627859,6.65122,-2.4062333,-6.6145415,-2.4062333,-6.6145415,0.27918354,-6.9497914,-0.9942013,-7.5144973,2.6513224,0.33671898,2.7917018,4.980271
9857,0.6002569,5.0217175,-0.92576766,-4.8062544,-0.92576766,-4.8062544,1.4288999,-4.602117,0.37710086,-5.690389,1.3439485,0.06430045,1.5210488,5.850978
9858,2.9912271,7.0036116,-3.4058015,-6.649364,-3.4058015,-6.649364,-1.0360763,-7.1138787,-2.1355886,-7.4280686,3.2739604,-0.1804678,4.1023264,4.1992188
9859,1.5557047,5.318776,-1.8259588,-5.274543,-1.8259588,-5.274543,0.5957392,-5.219977,-0.19222575,-6.4421997,1.8908999,-0.27503246,2.0500276,2.4975607
9860,2.10256,6.540401,-2.48937,-6.400429,-2.48937,-6.400429,0.01273681,-6.725863,-1.0710918,-6.942189,2.7726963,-0.013900526,3.1230004,4.765449
9861,3.0210867,3.5928948,-3.2931464,-3.337193,-3.2931464,-3.337193,-1.7232196,-2.5664258,-4.3048387,0.24876109,2.719478,-1.0798322,3.9917295,3.2602963
9862,1.4526168,5.956696,-1.9283803,-5.8499455,-1.9283803,-5.8499455,0.6216107,-6.013793,-0.5678474,-6.7059793,2.0775352,-0.12807414,2.3830547,5.124241
9863,1.3476108,5.063001,-1.7059808,-4.7754655,-1.7059808,-4.7754655,0.54132676,-4.9044023,-0.24128133,-5.725998,1.906176,-0.12742038,2.4471753,5.054112
9864,2.2856872,5.999972,-2.7909405,-5.539739,-2.7909405,-5.539739,-0.16189508,-6.014782,-1.40047,-6.940076,2.6627138,0.4077567,3.3415718,4.353064
9865,2.0539176,7.2726583,-2.5410523,-6.8431554,-2.5410523,-6.8431554,0.023123393,-7.2128534,-1.1348077,-7.6984797,2.832888,-0.014831345,3.39652,5.1783276
9866,1.1737221,6.586608,-1.6257273,-6.422017,-1.6257273,-6.422017,1.0832417,-6.5703244,-0.24864982,-7.033555,2.0013034,0.08380772,2.3333364,5.730724
9867,0.8198783,3.8177226,-1.124354,-4.262256,-1.124354,-4.262256,1.2702875,-4.0086126,-4.8473196,0.15484379,1.2280817,-0.27993593,1.3054442,5.200378
9868,2.1925747,7.4351344,-2.7092972,-7.099661,-2.7092972,-7.099661,0.05903607,-7.4767933,-1.2797711,-7.9530087,3.0271966,-0.07684983,3.394751,5.2137146
9869,2.0054772,6.7631035,-2.4114535,-6.4434595,-2.4114535,-6.4434595,0.15574639,-6.783051,-0.9349652,-7.0425134,2.6520858,0.030978635,3.146327,5.0255666
9870,2.9734883,7.408511,-3.3153691,-6.8618255,-3.3153691,-6.8618255,-0.69625765,-7.5232043,-1.8453326,-7.68811,3.3244064,0.31376895,4.1610413,4.923822
9871,1.1449866,5.7274084,-1.4876198,-5.516317,-1.4876198,-5.516317,0.8679873,-5.8098025,-0.055988364,-6.118542,1.5035939,-0.067997955,1.9884495,5.5047793
9872,2.0423386,-0.2612334,-2.2096486,0.5957884,-2.2096486,0.5957884,-2.1639795,-0.5130131,-1.2166594,1.9622312,2.9179833,-2.185894,5.6752877,1.2901834
9873,2.9042015,6.9434385,-3.4251692,-6.6253343,-3.4251692,-6.6253343,-1.0255628,-7.0202155,-1.9961641,-7.289976,3.0859358,0.1908167,4.660195,2.971011
9874,1.273453,5.8491507,-1.6499387,-5.6127615,-1.6499387,-5.6127615,0.8652167,-5.8201466,-0.16278078,-6.558211,1.8171104,-0.054411907,2.0960755,5.376521
9875,3.4021928,6.589941,-3.80271,-6.1620126,-3.80271,-6.1620126,-1.3340101,-6.820692,-1.5483652,-6.3285775,3.4071617,0.19428307,4.15489,4.476271
9876,2.784399,7.391593,-3.2886555,-7.0924773,-3.2886555,-7.0924773,-0.6785749,-7.603017,-2.0688772,-7.978159,3.2543192,-0.007509519,4.0139422,4.7996163
9877,2.8005836,7.490369,-3.2331522,-7.214222,-3.2331522,-7.214222,-0.5061407,-7.700277,-2.1435368,-8.032521,3.5252702,0.16705944,3.8044639,4.8134637
9878,3.646892,6.6545277,-4.0381804,-6.124062,-4.0381804,-6.124062,-1.9038198,-6.958267,-2.6295888,-6.520527,3.4699354,0.3646931,4.644332,3.9082427
9879,2.7757542,6.8863535,-3.0502331,-6.7512884,-3.0502331,-6.7512884,-0.54151046,-7.1949997,-2.0348592,-7.6701612,3.2257702,0.29957083,3.4570122,4.132394
9880,2.5695918,6.9032063,-2.935933,-6.368121,-2.935933,-6.368121,-0.566473,-6.821265,-1.7478977,-7.3302536,2.733864,0.15745842,4.8680124,2.3286293
9881,1.2822808,6.421124,-1.6517898,-6.0330796,-1.6517898,-6.0330796,0.7163239,-6.179497,-0.056478824,-6.3502374,1.7210141,-0.25528058,2.4893115,5.406761
9882,1.5493251,6.8551044,-2.1009488,-6.682504,-2.1009488,-6.682504,0.3810328,-6.679433,-0.8150568,-7.523802,2.3899782,-0.32846504,2.616231,5.35092
9883,0.060967874,-2.47916,0.026070274,3.0432134,0.026070274,3.0432134,-1.2732513,0.8821532,-5.0709615,1.5983849,0.19556905,-5.3386197,3.5889027,3.0073154
9884,3.1327257,7.4738874,-3.5164886,-7.286332,-3.5164886,-7.286332,-1.082911,-7.891607,-2.7735488,-7.993622,3.6457915,0.115397386,4.284959,4.6358824
9885,2.3239546,7.0931334,-2.8604147,-7.055675,-2.8604147,-7.055675,-0.09427643,-7.388947,-1.4591362,-7.9201517,2.9339106,0.08402103,3.2641385,4.835674
9886,1.2177516,5.6305037,-1.5447613,-5.4901466,-1.5447613,-5.4901466,0.91309047,-5.457684,-0.020411445,-6.529978,1.7025722,-0.07221784,2.0352705,5.3610554
9887,2.3407989,7.2793326,-2.8043385,-6.7140503,-2.8043385,-6.7140503,-0.27036232,-7.155886,-1.3142031,-7.64913,2.8980727,0.080066435,3.5518682,5.0235615
9888,1.8592312,7.189326,-2.3104296,-6.7499166,-2.3104296,-6.7499166,0.3934249,-7.05263,-1.0006133,-7.7551475,2.7601495,-0.02836101,3.0694287,5.3078556
9889,2.0734906,6.2226224,-2.4779575,-5.742271,-2.4779575,-5.742271,-0.017638445,-6.0964184,-0.6854136,-6.3339663,2.3716547,0.24303849,3.0049713,4.837621
9890,2.3986824,7.2700825,-2.7842045,-7.0347314,-2.7842045,-7.0347314,-0.08611354,-7.42434,-1.6957492,-8.014243,3.1346023,0.15618335,3.231372,5.0028925
9891,2.0631304,6.4063673,-2.4232724,-6.304657,-2.4232724,-6.304657,-0.0520456,-6.7085214,-1.19564,-7.3351736,2.758209,-0.015653457,2.8891063,4.447789
9892,2.7314909,7.2233067,-3.1267962,-6.822837,-3.1267962,-6.822837,-0.55591613,-7.225738,-1.812131,-7.6775274,3.2259548,0.14963111,3.7891047,4.8007307
9893,2.064344,6.9211597,-2.5562234,-6.645509,-2.5562234,-6.645509,-0.22006944,-6.6151934,-1.0908326,-7.2532754,2.5254326,-0.26158902,3.6379755,5.047137
9894,1.0183061,0.3164381,-2.5307121,-6.085119,-2.5307121,-6.085119,-0.46536288,-5.9937325,-1.0329301,-6.0071497,1.7372129,-1.3002851,4.307522,2.8942928
9895,0.41027233,5.230401,-0.8005548,-4.8071694,-0.8005548,-4.8071694,1.8688332,-4.5488834,0.84666425,-5.5586753,1.1675196,0.029354358,1.5773283,5.817447
9896,1.8071628,4.4109783,-1.8781437,-4.4109344,-1.8781437,-4.4109344,-0.13533333,-4.2789083,-0.20002395,-5.6205587,1.7463075,-0.43110314,2.543791,4.163348
9897,2.6948574,7.402603,-3.11737,-7.061017,-3.11737,-7.061017,-0.39182234,-7.5924335,-1.9671562,-8.012101,3.3159437,0.22109076,3.7967644,4.8545165
9898,2.7545888,4.832562,-3.0842428,-4.3086762,-3.0842428,-4.3086762,-1.130124,-5.1429806,-1.2503577,-5.556148,2.5414472,-0.7732162,3.8026283,3.2687516
9899,1.8562851,7.0751143,-2.3209157,-6.697787,-2.3209157,-6.697787,0.1540858,-7.148482,-1.1423125,-7.851437,2.5533674,0.19437264,2.8668764,5.0692315
9900,1.3731843,6.285634,-1.8481108,-6.2372417,-1.8481108,-6.2372417,0.56640995,-6.5925837,-0.9569927,-7.4257216,1.9335247,0.014694881,2.0424967,5.3600965
9901,2.191797,7.4150047,-2.6792986,-6.9897976,-2.6792986,-6.9897976,-0.079139724,-7.4268193,-1.27813,-7.8874626,2.867181,0.008549477,3.4930787,5.1971874
9902,0.5916686,5.003381,-0.8422483,-4.7438703,-0.8422483,-4.7438703,1.5797725,-4.593294,0.485373,-5.4922423,1.3273145,0.08493833,1.5553973,5.805415
9903,1.3584062,6.5899696,-1.767576,-6.3708196,-1.767576,-6.3708196,0.7268776,-6.5764647,-0.34664613,-6.739504,1.9320071,0.052592255,2.46339,5.5829906
9904,2.2379937,7.375075,-2.706532,-6.8300467,-2.706532,-6.8300467,-0.0954635,-7.2063923,-1.1755024,-7.6175957,2.8618135,0.05843182,3.5054686,5.143787
9905,3.4265916,6.9642153,-3.7875438,-6.519124,-3.7875438,-6.519124,-1.2172909,-7.161616,-2.6927345,-7.296349,3.5251904,0.5214099,4.2565317,3.9954712
9906,1.0551149,3.4480636,-1.5015283,-2.9229722,-1.5015283,-2.9229722,0.90658146,-2.9741902,-5.0510983,0.07312395,1.1254826,0.006955739,1.3287724,5.1044374
9907,3.425515,7.0281596,-3.7642896,-6.612413,-3.7642896,-6.612413,-1.2271713,-7.292692,-2.715908,-7.3815193,3.5723388,0.31480384,4.4307575,4.004571
9908,2.8916833,7.115218,-3.3538299,-6.7007155,-3.3538299,-6.7007155,-0.9950629,-7.151942,-1.9647719,-7.3479757,3.3008504,0.093559295,4.1003246,3.8675416
9909,1.5823294,6.5595193,-1.8286471,-6.2412767,-1.8286471,-6.2412767,0.46678308,-6.2318616,-0.17769507,-6.2159057,1.9601545,-0.14329042,2.7096522,5.325056
9910,1.4028194,5.934359,-1.7424781,-5.549602,-1.7424781,-5.549602,0.5117898,-5.5318923,-0.20951828,-5.9969106,1.8313861,-0.2255269,2.55786,5.3175774
9911,2.3045921,5.8398643,-2.8115337,-5.5959907,-2.8115337,-5.5959907,-0.34891328,-5.8524632,-1.9715341,-6.8643637,2.7416408,-0.16074409,3.0129578,4.0516877
9912,1.3334258,5.797103,-1.5688449,-5.532819,-1.5688449,-5.532819,0.63294095,-5.6054873,-0.2378976,-6.5819445,1.8213542,-0.028031632,2.1298313,5.240863
9913,2.4522996,7.5171423,-2.9129007,-7.1586766,-2.9129007,-7.1586766,0.021124342,-7.5513096,-1.2291279,-7.9350576,3.0339408,0.14848286,3.7535827,5.238297
9914,1.2677423,6.2247486,-1.6277968,-6.043186,-1.6277968,-6.043186,0.96495634,-6.175939,-0.19983925,-6.698736,1.7748823,-0.013647872,2.1416116,5.53673
9915,2.0835657,5.599726,-2.552599,-5.3566165,-2.552599,-5.3566165,-0.09501581,-5.5780225,-1.052797,-6.716771,2.604988,-0.18841478,2.8043435,4.0909247
9916,2.3482368,6.55625,-2.7436607,-6.633371,-2.7436607,-6.633371,-0.3227732,-6.83375,-1.8062143,-7.618473,2.928969,0.11767079,3.0112112,4.3286304
9917,2.6985266,7.2021646,-3.1486022,-6.821553,-3.1486022,-6.821553,-0.6766041,-7.342711,-2.0254762,-7.8006063,2.967247,0.049151484,3.798476,4.4075646
9918,3.4863698,7.6162553,-3.7833974,-7.2402377,-3.7833974,-7.2402377,-0.9698674,-8.023411,-2.6189213,-8.032354,3.7561667,0.15845865,4.7739053,4.5556026
9919,1.667318,0.043923013,-1.9197291,0.241561,-1.9197291,0.241561,-1.9083837,-0.9082657,-1.8920839,-6.796522,2.5262923,-1.9616945,4.098512,2.641589
9920,1.1359017,5.7428727,-1.5105118,-5.301888,-1.5105118,-5.301888,0.5233563,-5.535331,0.3651959,-5.678183,1.4459782,-0.17763199,2.1004605,4.916837
9921,1.6369615,6.300407,-2.192614,-6.226523,-2.192614,-6.226523,0.6453338,-6.271768,-0.5692092,-6.996646,2.5302012,0.090909824,2.35407,5.1099586
9922,2.3337278,4.8715124,-2.4034848,-4.9117584,-2.4034848,-4.9117584,-0.40204892,-5.0189424,-0.8984985,-5.8677983,2.1934054,-0.081424385,2.8234136,3.3853683
9923,0.4873149,4.68803,-0.7517042,-4.440981,-0.7517042,-4.440981,1.6419818,-4.193975,0.78675497,-5.365954,0.8212909,0.13333392,1.251207,5.608172
9924,2.0122845,4.0476456,-2.330735,-3.9530003,-2.330735,-3.9530003,-0.5165433,-4.044134,-0.703494,-5.468447,2.3223531,-0.11474436,2.4992619,3.848044
9925,3.1572237,7.1651287,-3.620363,-6.786499,-3.620363,-6.786499,-1.0535992,-7.43376,-2.3858085,-7.571652,3.534177,0.26126838,4.6048436,3.9920032
9926,1.0802509,6.4899254,-1.4463618,-6.3083005,-1.4463618,-6.3083005,1.2162875,-6.228017,-0.3274171,-6.991817,1.6921517,0.29749542,1.4862103,5.9343576
9927,2.2068589,6.2866793,-2.6259775,-6.246457,-2.6259775,-6.246457,-0.07909878,-6.6913366,-1.1311365,-7.007107,2.8075607,0.32311517,2.9165313,4.5714808
9928,1.2373466,6.025549,-1.6080391,-5.813562,-1.6080391,-5.813562,0.7930761,-5.923228,-0.24040926,-6.7392054,1.8175904,-0.10836411,2.0744393,5.3278484
9929,2.36626,3.5822287,-2.6025813,-3.0608137,-2.6025813,-3.0608137,-0.93785655,-3.1916718,-5.307823,1.2053437,2.3563821,1.8707355,2.7034302,3.43423
9930,3.509852,6.7793345,-3.9298306,-6.236711,-3.9298306,-6.236711,-1.7275102,-7.000346,-2.6013725,-6.8165827,3.3941061,0.5153215,4.6074104,3.9142027
9931,3.4223454,7.172458,-3.8735657,-6.7097588,-3.8735657,-6.7097588,-1.3800175,-7.4211674,-2.615562,-7.4109273,3.5646214,0.5165353,4.8106427,3.9319642
9932,2.7885234,7.317497,-3.152986,-6.8997498,-3.152986,-6.8997498,-0.37487638,-7.486226,-1.7669983,-7.918568,3.1002994,0.2912448,3.566426,4.917986
9933,2.0461764,6.33502,-2.5415237,-6.2692313,-2.5415237,-6.2692313,0.07970589,-6.697476,-1.0321671,-6.769485,2.6895654,0.32012174,2.9222298,4.7066503
9934,2.8057232,7.2633414,-3.2586262,-6.9255757,-3.2586262,-6.9255757,-0.9307355,-7.5181017,-2.0864086,-7.7213726,3.2384148,0.05139702,4.001869,4.7324724
9935,1.1118903,5.2964683,-1.3561755,-4.8459377,-1.3561755,-4.8459377,1.1125383,-4.99076,0.33622438,-5.694273,1.6264082,0.10084553,2.093433,5.3154535
9936,1.1834056,6.22757,-1.6125908,-6.0749655,-1.6125908,-6.0749655,0.9053822,-6.214347,-0.15613817,-6.7235928,1.5956583,0.15036048,2.0569448,5.5888896
9937,0.74198073,4.6230707,-1.0670661,-4.437066,-1.0670661,-4.437066,1.3455406,-4.234003,0.64018047,-5.364807,1.066443,0.105409056,1.2362207,5.1795487
9938,3.1082768,7.4576516,-3.45707,-7.293996,-3.45707,-7.293996,-0.54832745,-7.830194,-2.2758532,-8.119059,3.7981265,0.31530797,4.162338,4.7400594
9939,2.912504,7.2759767,-3.3465838,-6.8515887,-3.3465838,-6.8515887,-0.86596626,-7.370159,-2.0113919,-7.7018723,3.3407784,0.096874356,4.0004864,4.6787605
9940,2.811606,7.4668283,-3.1609561,-6.8137736,-3.1609561,-6.8137736,-0.63120234,-7.5335155,-1.0821387,-6.5973253,3.0701058,0.25072983,4.0882225,5.0145564
9941,4.4999933,6.673498,-4.915665,-6.052752,-4.915665,-6.052752,-3.1528566,-6.8490005,-2.7025146,-6.6061544,3.5935411,0.5989349,4.8114243,4.222244
9942,2.131848,3.569966,-2.4528246,-3.2479086,-2.4528246,-3.2479086,-0.77602583,-3.3535318,-0.5720471,-4.8797674,1.9477605,-0.38910452,2.686961,3.5127032
9943,1.974222,7.1378922,-2.4383142,-6.873966,-2.4383142,-6.873966,0.31648362,-7.185749,-1.2008744,-7.8081264,2.7162359,0.062129572,3.023546,5.2253537
9944,2.6345737,7.4672813,-3.0299845,-7.0772853,-3.0299845,-7.0772853,-0.28773665,-7.581193,-1.9494618,-7.970533,3.1373422,0.22318926,3.6063976,5.043824
9945,1.3223286,6.4283986,-1.7387245,-6.057689,-1.7387245,-6.057689,0.7815074,-6.3070016,-0.20681767,-6.7206664,1.9826535,-0.18123712,2.4033191,5.551002
9946,3.4869134,7.610877,-3.7392163,-7.2148294,-3.7392163,-7.2148294,-0.9627307,-7.9679136,-2.4623108,-7.9940066,3.7216103,0.32869685,4.656449,4.618811
9947,3.605405,7.3144794,-3.9596076,-6.793338,-3.9596076,-6.793338,-1.2631264,-7.5739136,-2.5411065,-7.528518,3.5861113,0.71754164,4.778642,4.2065153
9948,2.3312573,6.543959,-2.559309,-6.4979815,-2.559309,-6.4979815,-0.31694266,-6.6511545,-1.5457463,-7.4611845,2.4681506,-0.0038862,2.9596121,2.608087
9949,3.3711116,6.8851447,-3.6283937,-6.3094425,-3.6283937,-6.3094425,-1.334869,-6.972293,-2.3059943,-6.993162,3.3392973,0.4900874,4.237087,4.4260736
9950,1.4523987,5.9411993,-1.8346792,-5.6360183,-1.8346792,-5.6360183,0.44908327,-5.6262045,-0.3344975,-6.200312,1.8137457,-0.1713036,2.5388875,5.2508683
9951,3.3387623,4.816359,-3.5358634,-4.3517303,-3.5358634,-4.3517303,-1.8169744,-5.440647,-1.4758208,-5.460249,4.0809755,1.9873823,3.5286517,3.5092235
9952,2.019763,6.548838,-2.5074003,-6.367129,-2.5074003,-6.367129,0.049960796,-6.6501203,-1.0935656,-7.1621366,2.6650484,0.051334415,3.1152594,4.731191
9953,2.7758534,7.4344482,-3.260462,-7.185969,-3.260462,-7.185969,-0.49538973,-7.6205463,-2.0711243,-7.9931545,3.3477962,0.15517683,3.8386533,4.871495
9954,0.9109933,4.3835464,-1.0578406,-4.207989,-1.0578406,-4.207989,0.98702824,-4.0951595,0.21935236,-5.306691,1.3543348,-0.56906337,2.006011,2.4318442
9955,2.771089,6.9716635,-3.2916443,-6.53876,-3.2916443,-6.53876,-0.6412542,-7.1770306,-1.9853382,-7.730479,3.2454524,0.35671815,3.6806498,4.2238407
9956,3.227772,7.394012,-3.6671937,-7.1441298,-3.6671937,-7.1441298,-1.2418643,-7.7664394,-2.9079623,-7.7710032,3.7104762,0.33153763,4.627744,4.074645
