ObjectNumber,FA1,FA2,FP,FT1,FT2,FTM,NA1,NA2,NP,NT1,NT2,NTM,RR,Class,GROUP,DAY,CONDITION,PERCENTAGE,EFFICIENCY,cosine1,cosine2,euclidean1,euclidean2,l21,l22,l11,l12,canberra1,canberra2,chebyshev1,chebyshev2,correlation1,correlation2,DISH
,84.19794126,15.8020588,455.016129,166.9685319,1852.08056,432.1973781,72.05367587,27.94632405,549.6693548,329.345331,2464.532098,925.6377056,1.280909816,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.67519598,15.32480392,503.8870056,174.2518142,1832.071125,427.9565554,70.24731191,29.75268818,647.1016949,315.6063679,2505.98034,972.7400233,1.281673452,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.37590545,14.62409428,310.3773585,173.8613021,1927.691326,429.9499408,76.71216958,23.28783005,405.2641509,365.794414,2470.160193,854.9126644,1.283964611,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.12128448,14.87871557,439.7708333,165.5742255,2038.794067,443.6784015,68.67434295,31.32565724,584.25,353.9583641,2549.808955,1044.564837,1.287947933,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.38818046,14.61181961,405.2803738,158.242615,1983.637094,424.078524,73.36237667,26.6376234,550.4205607,359.6743456,2459.953549,920.072775,1.292814777,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.56956995,15.43043072,396.8846154,173.7235194,2049.492894,462.592777,70.93455586,29.06544408,525.8653846,352.1863662,2440.294037,958.9016559,1.296769042,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.63260532,15.36739433,411.3943662,162.9007603,1797.675214,411.8212276,72.93061356,27.06938604,547.3661972,367.0802417,2702.04382,1001.960211,1.298157013,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.50970772,15.49029244,505.6972973,173.8676218,1916.74795,442.9794208,69.66514369,30.33485625,662.6540541,339.9438752,2560.607143,1015.309129,1.299955658,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.02863595,14.97136377,496.380531,165.8772389,1952.860441,433.371413,69.92047359,30.0795265,666.2566372,325.0571863,2537.440802,991.7593924,1.303013906,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.44542068,14.55457927,409.8137931,160.9281237,1705.186209,384.4584772,71.04580294,28.95419719,546.0137931,325.3149801,2497.919037,953.8882678,1.304624313,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.45978884,15.54021108,498.0632411,168.2241067,1919.32996,440.8687557,71.10985556,28.89014466,669.2213439,348.3898095,2570.606768,989.9797083,1.323319066,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.28677207,15.71322778,412.2444444,170.1323424,1927.516995,445.5796824,73.40185034,26.59814991,537.7888889,365.3953098,2565.634899,947.5950873,1.32731127,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.16006861,14.83993165,452.7008547,166.99112,1910.717006,425.3440747,69.34381459,30.65618553,610,355.9008889,2578.869669,1039.214099,1.327959319,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.07393855,14.92606159,360.6575342,156.7020844,1861.022459,411.1364784,70.03982758,29.96017256,509.8493151,329.8539443,2544.996702,997.4323304,1.335404907,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.56079947,15.43920075,432.2681159,164.508,1894.828769,430.397803,72.10216973,27.89783038,580.5869565,358.0123708,2537.138771,966.7554264,1.335829692,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.8195696,15.1804304,422.9425287,156.0115402,2001.96183,435.1580416,70.42356686,29.57643321,570.1609195,372.4518225,2485.272412,994.0942776,1.33892532,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.13720213,15.862798,520.3880597,158.4694299,2065.182281,461.4010291,70.76630705,29.23369309,700.7263682,360.3963825,2582.859198,1016.086913,1.340287291,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.07105514,14.9289446,368,168.0694283,1839.84608,416.4282722,74.23329094,25.76670895,498.5714286,317.2548389,2387.287859,845.3116237,1.348354663,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.49272972,16.50727,445.66,164.5950524,1994.6897,466.3700317,69.79473389,30.20526604,616.94,354.6155402,2506.373607,1002.63933,1.351152244,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.63423731,16.36576288,468.706422,166.8767752,2035.098393,472.6361217,71.96597031,28.03402986,631.4311927,351.890477,2570.455738,976.13907,1.356171004,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.15527921,14.84472075,391.6463415,158.9013376,1952.235859,423.9307057,71.97267463,28.02732563,548.1707317,357.5718408,2517.547807,968.2741588,1.357229513,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.97640563,16.02359445,470.8691589,175.8106635,1988.278134,466.1566336,70.01436016,29.98564016,659.0747664,367.3173446,2583.089911,1035.788112,1.36025175,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.91689307,15.0831067,434.0588235,158.2868066,1836.232771,410.4562881,71.70605139,28.29394872,598.2941176,348.7260518,2523.015544,969.0936572,1.368413577,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.13102916,15.8689708,477,166.5946553,1990.043921,455.2227335,71.3658943,28.63410573,630.7033493,357.8412638,2536.053061,980.4129317,1.369589309,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.42566033,15.57433951,424.3953488,170.7223347,1914.250349,441.3401454,71.17687673,28.82312317,585.1162791,314.8620018,2423.661627,920.7126316,1.373531894,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.06609435,16.93390571,505.8870056,162.7227967,1975.53192,468.5075163,70.37660678,29.6233933,675.4971751,330.1464639,2514.248137,988.5437339,1.374148225,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.22140225,15.77859797,489.8989899,169.6584957,2005.609604,459.2276568,72.55425532,27.44574449,654.5353535,377.9847865,2550.331407,970.6918477,1.375420414,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.20422506,15.79577505,457.2881356,170.8545297,2032.11729,464.3549143,70.67377094,29.32622926,630.6949153,370.6059112,2546.100341,1007.864666,1.379022607,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.34625202,15.65374753,458.5069444,155.7192151,1977.979159,439.8776103,70.32734704,29.67265279,640.0277778,360.5209366,2663.800897,1047.285439,1.38356694,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.82847577,15.17152399,407.7259615,166.8144096,1895.792645,428.1767446,70.69098445,29.30901535,570.5528846,331.3850188,2532.55505,977.3111898,1.386997761,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.66903122,15.3309688,407.3541667,162.2229581,1941.974269,435.0411596,71.01230848,28.98769168,566.8854167,343.5502183,2544.668648,983.0001005,1.392907546,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.28792484,14.71207533,385.5507246,152.1518987,1945.958402,415.5793329,70.76702168,29.23297827,549.4637681,362.146434,2461.846798,979.6915301,1.396416814,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.01680474,14.98319554,407.7486034,160.3703296,1898.562179,420.2480697,70.33994643,29.66005362,580.7541899,354.1852061,2528.805534,998.6003592,1.397139888,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.07912215,15.92087812,483.3195266,161.1384498,2072.767692,464.9080325,69.46259181,30.53740831,663.3431953,353.6823377,2497.935618,1009.053504,1.397194381,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.04430948,15.95569026,499.0487805,163.469768,2023.330973,460.7535959,71.41419732,28.58580243,700.2073171,367.5063168,2476.800366,975.7417476,1.398898929,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.85256746,15.14743215,457.0289017,150.2728667,1885.879015,412.734257,67.69082957,32.30917045,619.9190751,352.2234625,2608.562484,1085.588181,1.400324523,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.7290155,15.27098441,434.7427184,150.3863853,2004.987913,433.2644012,69.6360579,30.36394217,620.1067961,359.3422169,2546.145341,1020.772599,1.402841351,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.97343466,14.02656573,436.9726027,164.3594523,1773.858091,388.7610189,71.61387232,28.38612746,538.0547945,316.3827941,2613.212456,976.8666047,1.404406639,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.48497373,14.51502591,426.7919463,164.7373299,1945.472882,423.0095873,70.3609965,29.63900338,609.5704698,341.8324296,2554.493756,1000.444775,1.405484784,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.90750027,15.09249999,427.7946429,160.4242435,2068.934738,447.4754966,70.93400615,29.0659938,602.875,356.2153651,2489.831431,976.3490639,1.406658051,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.15085033,14.84914972,432.6459627,160.4748319,1909.526583,419.9653673,67.51512878,32.48487141,615.1118012,348.2188938,2523.899814,1054.353084,1.414756599,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.66161917,14.33838074,410.9888889,159.0634263,1799.419554,393.5467704,68.89486718,31.10513256,584.8185185,333.2480294,2594.162927,1038.502209,1.4217451,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.63054819,15.36945165,453.6515152,146.2948377,2006.920908,432.4586938,68.3217159,31.67828402,646.9469697,356.7785954,2562.989246,1053.464022,1.425570177,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.81557329,15.18442669,448.6,157.3523693,1946.621257,429.1759621,69.54140204,30.45859764,636.8296296,342.8073491,2535.978303,1015.762568,1.42583703,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.35406075,15.64593909,473.4736842,151.5241649,1929.293678,429.2529308,68.96482536,31.03517437,655.8796992,361.1641047,2602.614509,1060.474958,1.427300535,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,82.7381046,17.26189544,530.6538462,180.9952686,1962.834465,488.7528109,71.22507389,28.77492624,714.5923077,365.8109925,2628.55539,1015.604226,1.430131072,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.59296059,15.40703977,438.253012,169.526518,1903.492767,436.1657149,70.23683849,29.76316146,638.9819277,337.7563491,2598.207224,1010.197939,1.4480711,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.72385424,16.27614597,427.9411765,169.2535061,1918.295291,453.127315,70.487525,29.51247538,629.9647059,331.5732113,2508.486809,975.7389031,1.448285321,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.22336176,15.77663848,444.1208791,162.8161864,1925.724187,439.5726969,69.33189325,30.66810677,591.3956044,372.5777139,2571.218024,1047.143857,1.451906309,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.68706347,15.31293663,454.4084507,164.1047759,1903.296397,429.6378003,69.34321176,30.65678829,652.6981891,345.0326253,2579.410385,1030.096109,1.455870508,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.85573421,15.14426603,374.8969072,159.9503193,1969.406898,432.9366603,72.65675067,27.34324943,549.7010309,381.7963296,2660.456294,1001.30918,1.456784294,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.80703091,16.19296899,496.6293103,160.9134226,2026.525512,463.6757281,70.57591708,29.42408277,725.6465517,374.7911038,2616.400954,1035.708426,1.464137025,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.7141848,16.28581511,490,160.9519666,2043.106725,468.439676,68.63376371,31.36623617,756.9159664,354.5224547,2572.296894,1063.697922,1.465718296,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.53206023,14.46793958,414.8613861,167.5302367,1877.484359,414.4445719,68.99014581,31.0098544,613.9306931,346.2753677,2566.482068,1035.266096,1.469831732,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.35444321,16.64555679,486.537037,160.5120682,1990.639935,466.345654,68.56001444,31.4399859,735.8580247,382.3079383,2594.842104,1079.639717,1.476134332,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.38895804,15.61104166,423.6631016,169.5464121,1896.551546,438.1738066,70.74754803,29.25245188,635.8663102,354.3391445,2559.679374,998.7404472,1.479738033,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.22648137,15.77351865,447.5970149,172.4333203,1992.901947,459.4179348,71.06513188,28.934868,663.1268657,372.287075,2687.300656,1051.122718,1.481511353,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.01853951,15.98146029,458.6816479,168.2861651,1934.921873,450.1026935,68.31707186,31.6829281,681.6741573,352.0908126,2555.420776,1050.103208,1.486985434,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.97782937,16.02217068,464.5732759,149.1250654,1970.492373,441.0691974,68.63054792,31.36945213,686.6853448,369.286952,2620.826206,1075.698866,1.489658837,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.74062856,16.25937164,490.8166667,165.31755,2048.695909,471.7648689,70.09507074,29.90492915,745.5083333,362.0861829,2616.72117,1043.312229,1.501768519,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.66222247,15.33777745,485.9939024,150.2628831,2009.390302,435.3494032,70.27222624,29.72777381,696.3841463,348.1788714,2541.869585,1000.700333,1.503921012,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.10634728,15.89365272,434.0821918,166.4964962,1977.186642,454.4131357,68.72836521,31.27163478,669.4589041,374.0204576,2695.355755,1106.827706,1.507177222,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.05214006,15.94785979,460.008547,176.6475125,1972.470672,462.9093513,69.50833508,30.49166498,702.9487179,374.543829,2706.364529,1091.492173,1.509759974,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.66097319,15.33902682,477.1960784,155.8316572,2045.051178,445.5555356,66.72106684,33.27893333,713.4117647,344.0370381,2643.45523,1113.576459,1.513162155,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.3837487,15.61625106,482.5561224,164.6082809,1926.308115,439.7775082,69.71822172,30.28177862,710.2806122,353.2878469,2624.187499,1043.924371,1.526164171,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.75423129,15.24576874,429.9652778,161.7494237,2024.254097,444.9102266,69.78228961,30.21771051,653.2013889,354.1839664,2613.733264,1041.151212,1.530008199,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.33889163,15.66110866,433.1234568,175.9560497,2003.549444,461.6740186,70.4059869,29.59401293,671.9444444,339.3897279,2613.649565,1016.395078,1.530663959,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.85986599,16.14013405,489.7092199,161.6564609,1993.249719,457.1838613,70.7318612,29.26813897,734.7801418,372.6901915,2612.794826,1031.192208,1.538770265,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.15927397,15.84072596,484.5121951,172.0375207,1990.058536,459.8701224,70.01576341,29.98423655,752.8861789,350.9984646,2607.406907,1033.238859,1.552905309,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,82.98871415,17.01128554,472.439759,165.8993495,1974.194515,471.8448358,69.0364742,30.96352593,730.1566265,367.4800839,2592.146332,1054.61726,1.571084897,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.72015898,15.27984093,464.5906433,146.3041663,1981.166833,425.9351616,67.0897513,32.91024858,729.0175439,371.1946019,2629.871686,1119.22763,1.582793688,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.23498646,15.76501369,431.2564103,156.5676026,1891.588379,429.7537098,68.98409764,31.01590259,683.1880342,369.3632579,2640.201794,1070.595891,1.591511651,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.32926798,15.670732,425.0208333,165.5224447,1960.542572,445.4985303,70.15413009,29.8458701,683.0347222,359.6695565,2571.312094,1021.768735,1.594050387,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.55010962,15.44989048,475.8636364,159.5290275,2006.887458,444.7623356,68.79154831,31.20845183,764.5136364,360.630255,2648.954945,1078.700859,1.619090708,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.90513194,16.09486793,443.515625,145.9412315,1930.821726,432.7037976,70.86867207,29.13132815,717.4921875,367.422961,2605.612431,1017.621892,1.623813558,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.52830497,14.47169456,382.6413043,157.1678118,1975.938481,419.7876879,70.34665033,29.65335,619.2173913,376.0787395,2648.977827,1050.641718,1.624576734,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.47060284,15.52939695,448.2651515,162.4159089,2048.277805,455.5735464,69.1021402,30.89785995,730.4318182,377.2295826,2640.369318,1078.919101,1.6348193,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.13827146,15.86172821,477.3442623,163.341354,2057.35131,462.5006096,67.59683787,32.40316224,797.8770492,366.4368205,2722.527544,1130.794033,1.637531121,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.85221041,15.14778976,447.0512821,165.3059739,2030.508907,447.4714864,66.45198088,33.54801929,729.3461538,384.1234737,2668.479418,1149.512621,1.642215979,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.85144262,16.14855743,442.3908046,157.1260005,1935.255169,444.0054349,69.34899727,30.65100225,716.7931034,381.8690698,2753.110584,1106.819557,1.646678899,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.72681747,15.27318283,419.6666667,149.3758621,1907.023226,417.2877719,67.06414869,32.93585164,707.1612903,354.0420957,2583.358049,1096.993958,1.647965344,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,84.83499372,15.16500653,428.4927536,157.1978861,1977.199781,432.7250207,68.37581076,31.62418921,705.057971,371.3298199,2610.360941,1085.46349,1.661034057,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,85.50384664,14.49615336,348.7066667,151.1864401,1983.654132,417.8047636,69.07918259,30.92081726,575.64,357.901866,2610.869193,1054.657077,1.671043033,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.8854115,16.11458815,488.625,168.4848269,2023.154253,466.8027132,68.52631185,31.47368814,774.20625,363.5068814,2618.957245,1071.772462,1.680693995,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.46584892,16.53415117,466.0738636,161.2108238,2000.931759,463.8658149,65.34635236,34.65364777,847.9034091,366.85896,2724.957839,1193.786953,1.858137763,,,,600k-8UM,,Low,,,,,,,,,,,,,,,1
,83.81136498,16.18863494,469.4301075,186.7068958,1920.078061,467.129758,75.67086066,24.32913983,492.0430108,310.0260229,2346.774964,814.4152917,0.989459196,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,84.62387415,15.37612556,469.9813953,171.6056183,1921.043023,439.7037866,73.82307122,26.17692831,464.5953488,325.844109,2513.412405,902.332706,0.995041752,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.01911823,16.98088148,709.9382716,210.2016669,1897.577406,496.8589225,71.42606561,28.57393467,623.1234568,314.560432,2436.246038,921.476035,1.012530796,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,84.72305093,15.27694916,474.8184358,166.7057225,1990.039749,444.8424319,71.54375675,28.45624331,471.3324022,333.0575089,2476.230563,941.2757778,1.01302361,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,84.1653246,15.83467519,474.9405941,188.7816535,1990.549457,473.7801453,71.86577669,28.13422309,507.460396,332.7115181,2278.021382,886.9170872,1.027712034,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.43209127,16.5679086,523.7546012,180.5038651,1987.409138,479.6381001,73.15523311,26.84476637,570.8404908,338.1409937,2384.282575,915.3121039,1.030348589,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,84.07278518,15.9272147,436.8650602,188.9405131,1936.62843,466.7464827,75.19957234,24.80042767,466.0506024,350.9941205,2417.165429,862.2311883,1.033901519,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,84.17313721,15.82686283,495.302682,192.9783448,1853.703027,455.7805285,73.61012141,26.38987749,556.48659,345.5247809,2529.208058,926.8645483,1.062720228,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.94772632,16.05227372,532.0673401,205.3271813,1792.946299,458.8918711,74.46441372,25.53558621,578.2087542,308.8746292,2433.736188,854.817733,1.065645066,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,84.55653871,15.44346115,466.3558824,182.9952643,1957.482995,456.6055101,70.43046443,29.56953511,511.7705882,352.2741683,2463.198844,994.2217505,1.067059759,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.70843248,16.29156747,482.6503067,195.7150062,1977.500551,484.2963315,70.32409579,29.67590424,521.9693252,343.2465964,2473.51049,981.1607765,1.071235491,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,85.04117218,14.95882799,381.62,185.5426808,1840.573994,432.2477588,74.81456818,25.18543209,423.08,376.5932028,2716.282822,957.3567322,1.10647928,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.6583249,16.34167507,480.84375,188.8300858,1940.018826,474.7501915,72.54830241,27.4516974,576.328125,313.2411023,2509.245868,926.6317239,1.122462399,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.66416309,16.33583703,506.6296296,213.4176661,1870.318337,483.3147459,72.82690903,27.17309086,569.962963,329.6497972,2531.348696,931.5675569,1.140706976,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.28875969,16.71124039,463.9901478,185.2044579,2021.844334,492.4559556,71.65561137,28.34438856,546.3546798,356.2788807,2525.796592,973.46093,1.167713245,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,85.83474568,14.16525586,316.5238095,190.9831189,2091.010466,458.791198,72.67565391,27.32434532,385.6428571,338.7970003,2508.184518,939.0730169,1.174715628,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,84.3114339,15.68856581,451.5036765,174.900449,1971.241584,456.0270447,70.87971156,29.1202886,539.6176471,359.3951168,2620.209085,1018.389939,1.182986747,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.73365024,16.26634959,472.5615385,194.8589885,1940.120001,477.5875312,72.40976887,27.59023118,557.1346154,372.1551387,2496.994277,962.7110234,1.184051637,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.54744003,16.45256024,530.880597,194.0900144,1811.039552,459.7636787,72.32136538,27.67863434,639.6666667,375.8274676,2684.269202,1016.701194,1.197908082,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,82.97444388,17.02555627,489.55,196.7055583,1859.364372,479.1751162,71.72940013,28.27059994,594.5791667,359.4573,2567.973117,985.2665359,1.215329614,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.52294539,16.47705457,579.2654028,198.5584881,1818.620567,464.8174171,71.827732,28.17226776,688.1232227,324.9276636,2548.195929,956.013102,1.219601645,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.73694913,16.26305082,454.7112299,195.5543211,2013.069359,489.7431964,70.69146843,29.30853156,549.9144385,343.8615453,2588.059574,1000.390359,1.221107282,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.69714918,16.30285082,569.3770492,216.4389502,1909.665079,492.0575867,70.31976043,29.68023929,675.0163934,332.8147043,2574.728847,1001.781401,1.247068544,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,82.98242076,17.01757905,457.2025316,200.3372218,1975.555258,501.0934746,71.84718977,28.15281017,571.5696203,360.9488871,2548.255061,979.7502501,1.256112985,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,82.44930786,17.55069222,528.7030717,184.9594712,2153.706419,531.1575351,69.50935766,30.49064253,671.9351536,362.4947974,2508.099602,1022.203436,1.258975401,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,84.54065868,15.45934103,329.9642857,180.037518,1950.719101,451.1721557,74.06463201,25.93536784,421.0892857,363.4150701,2622.922677,948.0188588,1.266996321,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.88350009,16.1165,453.3333333,185.1724942,2031.008063,482.1719823,68.74512092,31.25487894,561.5268817,333.9345449,2411.008763,982.0534233,1.279985653,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,82.65826222,17.34173768,518.4292453,197.9994292,2040.717685,517.2668231,71.62104749,28.37895238,664.1179245,370.025443,2574.861224,998.6737027,1.285736467,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.28818416,16.71181589,541.0111732,188.0919829,2018.619139,494.0958711,69.50189197,30.49810777,707.4636872,367.9860248,2524.891087,1025.39769,1.292290139,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,82.78010392,17.21989626,513.3101604,177.7318862,2028.196469,496.8049904,68.55399196,31.44600785,652.2406417,356.3745069,2556.500432,1052.095224,1.294041932,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,85.10419704,14.89580291,513.7640449,187.1048112,1917.367525,444.8066459,71.47367979,28.52632018,650.5842697,333.0247525,2636.26337,987.9723854,1.297814693,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.06307521,16.93692452,492.8064516,211.8549226,1998.261091,513.9548109,69.5995142,30.40048583,651.0645161,355.0580711,2582.312632,1039.637383,1.300249805,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.73251211,16.26748775,453.0503597,195.1635469,1960.106329,481.0660227,70.4673311,29.53266907,613.3669065,365.8074602,2557.863875,1022.850459,1.314530429,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.93689085,16.06310935,478.6029412,211.7158781,2024.44549,501.9658704,71.00956876,28.99043132,632.6323529,368.0976868,2635.470196,1027.864187,1.319887378,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.07633581,16.92366368,492.8495575,188.0620624,1953.22938,486.4938733,71.28010117,28.71989903,621.0265487,346.9331061,2525.855941,973.2627358,1.32316698,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,85.03247929,14.96752005,291.975,189.6226263,1997.660254,457.7762405,72.81308765,27.18691263,382.9,364.257547,2481.857773,954.2709656,1.32376008,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,84.59832016,15.40168001,318.34,198.5352798,1987.07,470.0018036,70.64206413,29.35793613,422.64,343.606022,2365.499404,934.5926404,1.325093085,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.09855589,16.90144392,486.9681529,201.1357965,1862.110769,480.7627733,68.9383282,31.0616714,653.2866242,327.9894775,2519.175609,1013.598183,1.325828212,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.58546935,16.41453042,425.5809524,201.1935993,1952.72695,486.9380115,72.67262163,27.32737812,581.9714286,378.9013896,2609.01277,992.6281732,1.336848608,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.54457504,16.45542507,473.5921053,195.5149476,1965.5723,486.0807844,71.22408701,28.77591338,613.25,364.1880458,2543.720993,994.7790598,1.344164738,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.5787453,16.42125479,511.9703704,200.9842365,1876.863036,475.4259854,68.75529568,31.24470447,692.037037,345.0436006,2603.846443,1055.450474,1.344705286,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.8205746,16.17942519,440.4724409,179.3228184,2127.542513,494.7395659,69.8547834,30.14521686,612.5748031,393.4460784,2609.632296,1063.038491,1.344930761,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
,83.4043983,16.59560183,480.8786765,180.4204889,2061.806393,491.3808344,69.34307577,30.65692425,649.0147059,382.5098239,2623.140472,1072.158899,1.347731636,,,,600k-10UM,,Low,,,,,,,,,,,,,,,1
